Time (s),PT2w_cal (deg.C),PT2s_cal (deg.C)
5108,22.567,22.463
5113,22.567,22.463
5118,22.567,22.463
5123,22.6,22.496
5128,22.567,22.463
5133,22.6,22.53
5138,22.567,22.463
5143,22.567,22.496
5148,22.6,22.496
5153,22.6,22.496
5158,22.567,22.463
5163,22.567,22.463
5168,22.6,22.496
5173,22.567,22.496
5178,22.6,22.463
5183,22.6,22.496
5189,22.567,22.496
5194,22.567,22.496
5199,22.6,22.463
5204,22.6,22.496
5209,22.567,22.463
5214,22.567,22.496
5219,22.6,22.463
5224,22.6,22.496
5229,22.6,22.496
5234,22.567,22.496
5239,22.6,22.53
5244,22.6,22.463
5249,22.6,22.463
5254,22.567,22.496
5259,22.567,22.496
5264,22.634,22.496
5269,22.567,22.463
5274,22.6,22.496
5280,22.6,22.496
5285,22.6,22.496
5290,22.567,22.496
5295,22.567,22.463
5300,22.567,22.496
5305,22.6,22.496
5310,22.6,22.496
5315,22.6,22.53
5320,22.567,22.463
5325,22.567,22.496
5330,22.6,22.463
5335,22.6,22.496
5340,22.6,22.53
5345,22.6,22.496
5350,22.6,22.496
5355,22.567,22.496
5360,22.567,22.496
5366,22.6,22.496
5371,22.6,22.496
5376,22.567,22.496
5381,22.6,22.496
5386,22.567,22.496
5391,22.6,22.496
5396,22.6,22.463
5401,22.567,22.496
5406,22.567,22.496
5411,22.567,22.496
5416,22.6,22.463
5421,22.567,22.496
5426,22.533,22.496
5431,22.6,22.496
5436,22.567,22.53
5441,22.6,22.53
5446,22.567,22.463
5452,22.6,22.496
5457,22.6,22.496
5462,22.567,22.496
5467,22.6,22.53
5472,22.6,22.496
5477,22.567,22.496
5482,22.6,22.496
5487,22.6,22.463
5492,22.567,22.463
5497,22.6,22.53
5502,22.6,22.53
5507,22.634,22.496
5512,22.6,22.496
5517,22.6,22.496
5522,22.634,22.496
5527,22.567,22.53
5532,22.6,22.463
5537,22.6,22.496
5543,22.567,22.496
5548,22.567,22.53
5553,22.6,22.463
5558,22.567,22.496
5563,22.6,22.496
5568,22.6,22.496
5573,22.6,22.496
5578,22.6,22.496
5583,22.6,22.564
5588,22.6,22.53
5593,22.567,22.496
5598,22.567,22.496
5603,22.6,22.53
5608,22.567,22.463
5613,22.6,22.53
5618,22.567,22.496
5623,22.567,22.496
5629,22.567,22.53
5634,22.567,22.496
5639,22.567,22.53
5644,22.567,22.496
5649,22.567,22.53
5654,22.533,22.496
5659,22.567,22.496
5664,22.6,22.53
5669,22.567,22.53
5674,22.6,22.53
5679,22.567,22.496
5684,22.6,22.463
5689,22.634,22.496
5694,22.634,22.53
5699,22.6,22.496
5704,22.634,22.53
5709,22.6,22.53
5714,22.567,22.496
5720,22.6,22.496
5725,22.567,22.53
5730,22.6,22.53
5735,22.567,22.496
5740,22.567,22.463
5745,22.6,22.496
5750,22.6,22.496
5755,22.6,22.564
5760,22.567,22.53
5765,22.6,22.496
5770,22.6,22.496
5775,22.6,22.53
5780,22.6,22.53
5785,22.6,22.496
5790,22.634,22.496
5795,22.567,22.53
5800,22.6,22.496
5806,22.6,22.496
5811,22.6,22.496
5816,22.567,22.496
5821,22.6,22.496
5826,22.6,22.496
5831,22.6,22.53
5836,22.6,22.53
5841,22.567,22.463
5846,22.6,22.53
5851,22.567,22.496
5856,22.6,22.53
5861,22.6,22.53
5866,22.6,22.53
5871,22.6,22.496
5876,22.6,22.53
5881,22.567,22.496
5886,22.6,22.496
5891,22.634,22.463
5897,22.567,22.496
5902,22.6,22.496
5907,22.6,22.53
5912,22.567,22.496
5917,22.6,22.53
5922,22.6,22.496
5927,22.567,22.53
5932,22.6,22.496
5937,22.6,22.53
5942,22.6,22.53
5947,22.567,22.53
5952,22.6,22.53
5957,22.567,22.53
5962,22.6,22.53
5967,22.6,22.53
5972,22.6,22.53
5977,22.567,22.53
5983,22.567,22.53
5988,22.567,22.496
5993,22.6,22.53
5998,22.634,22.53
6003,22.6,22.496
6008,22.6,22.53
6013,22.567,22.496
6018,22.6,22.496
6023,22.567,22.496
6028,22.6,22.53
6033,22.6,22.496
6038,22.567,22.53
6043,22.567,22.53
6048,22.6,22.53
6053,22.6,22.496
6058,22.6,22.496
6063,22.567,22.53
6069,22.567,22.53
6074,22.6,22.53
6079,22.6,22.53
6084,22.6,22.496
6089,22.6,22.496
6094,22.6,22.53
6099,22.6,22.53
6104,22.6,22.53
6109,22.6,22.53
6114,22.6,22.496
6119,22.6,22.496
6124,22.634,22.564
6129,22.6,22.53
6134,22.567,22.53
6139,22.634,22.53
6144,22.6,22.53
6149,22.6,22.53
6155,22.567,22.53
6160,22.634,22.496
6165,22.6,22.564
6170,22.6,22.53
6175,22.6,22.53
6180,22.6,22.53
6185,22.6,22.53
6190,22.6,22.496
6195,22.6,22.53
6200,22.6,22.53
6205,22.6,22.53
6210,22.6,22.53
6215,22.6,22.53
6220,22.6,22.53
6225,22.6,22.53
6230,22.6,22.53
6235,22.6,22.53
6241,22.6,22.496
6246,22.567,22.496
6251,22.6,22.496
6256,22.6,22.496
6261,22.567,22.53
6266,22.6,22.53
6271,22.6,22.496
6276,22.6,22.53
6281,22.6,22.496
6286,22.533,22.496
6291,22.6,22.53
6296,22.6,22.53
6301,22.6,22.53
6306,22.567,22.496
6311,22.6,22.53
6316,22.6,22.53
6321,22.6,22.564
6326,22.6,22.53
6332,22.567,22.53
6337,22.634,22.53
6342,22.634,22.53
6347,22.6,22.53
6352,22.6,22.53
6357,22.567,22.53
6362,22.567,22.53
6367,22.6,22.496
6372,22.567,22.496
6377,22.6,22.53
6382,22.6,22.53
6387,22.6,22.53
6392,22.567,22.564
6397,22.567,22.53
6402,22.6,22.53
6407,22.6,22.496
6412,22.567,22.53
6418,22.6,22.53
6423,22.6,22.496
6428,22.6,22.564
6433,22.6,22.53
6438,22.6,22.53
6443,22.6,22.53
6448,22.6,22.53
