Time (s),PT1w (ohms-Hex),PT1s (ohms-Hex)
5846,8389,8389
5851,8389,8391
5856,8389,8391
5861,8389,8390
5866,8389,8390
5872,8389,8391
5877,8388,8390
5882,8389,8390
5887,8389,8391
5892,8389,8390
5897,8389,8391
5902,8389,8391
5907,8389,8391
5912,8390,8390
5917,8389,8391
5922,8389,8391
5927,8389,8391
5932,8390,8391
5937,8389,8391
5942,8390,8390
5947,8390,8391
5952,8390,8391
5957,8390,8392
5962,8390,8392
5968,8390,8391
5973,8390,8392
5978,8390,8391
5983,8389,8391
5988,8389,8391
5993,8389,8391
5998,8389,8391
6003,8390,8392
6008,8390,8392
6013,8390,8391
6018,8389,8392
6023,8389,8392
6028,8390,8392
6033,8389,8392
6038,8390,8392
6043,8389,8392
6048,8390,8392
6053,8390,8391
6058,8389,8391
6064,8391,8392
6069,8389,8392
6074,8390,8392
6079,8390,8392
6084,8389,8391
6089,8390,8392
6094,8390,8392
6099,8389,8391
6104,8390,8392
6109,8390,8392
6114,8389,8393
6119,8390,8392
6124,8390,8392
6129,8390,8392
6134,8390,8392
6139,8390,8392
6144,8390,8392
6149,8390,8392
6154,8389,8393
6160,8389,8392
6165,8389,8392
6170,8389,8392
6175,8390,8392
6180,8389,8392
6185,8390,8392
6190,8389,8392
6195,8390,8393
6200,8389,8392
6205,8390,8393
6210,8389,8393
6215,8389,8392
6220,8390,8393
6225,8389,8393
6230,8390,8392
6235,8390,8393
6240,8390,8393
6245,8389,8392
6250,8390,8393
6256,8389,8393
6261,8390,8393
6266,8389,8393
6271,8389,8392
6276,8389,8393
6281,8389,8393
6286,8389,8392
6291,8389,8393
6296,8389,8393
6301,8389,8393
6306,8388,8393
6311,8389,8393
6316,8388,8393
6321,8389,8393
6326,8388,8393
6331,8389,8394
6336,8389,8393
6341,8389,8393
6346,8389,8393
6351,8389,8393
6357,8389,8393
6362,8389,8394
6367,8388,8394
6372,8388,8393
6377,8388,8394
6382,8388,8394
6387,8388,8393
6392,8388,8394
6397,8388,8393
6402,8388,8394
6407,8388,8393
6412,8387,8394
6417,8388,8393
6422,8388,8393
6427,8388,8393
6432,8388,8394
6437,8388,8394
6442,8387,8393
6447,8387,8394
6453,8387,8394
6458,8387,8393
6463,8387,8394
6468,8387,8393
6473,8386,8393
6478,8386,8394
6483,8387,8394
6488,8386,8394
6493,8387,8394
6498,8386,8394
6503,8386,8394
6508,8386,8394
6513,8386,8394
6518,8387,8394
6523,8386,8393
6528,8386,8394
6533,8385,8393
6538,8386,8394
6543,8386,8394
6549,8386,8394
6554,8385,8394
6559,8386,8394
6564,8385,8394
6569,8385,8394
6574,8385,8394
6579,8385,8393
6584,8385,8394
6589,8385,8393
6594,8384,8393
6599,8384,8394
6604,8385,8394
6609,8384,8393
6614,8384,8394
6619,8384,8393
6624,8385,8393
6629,8384,8393
6634,8384,8394
6639,8383,8393
6645,8383,8394
6650,8383,8393
6655,8383,8394
6660,8383,8393
6665,8384,8393
6670,8383,8394
6675,8383,8393
6680,8383,8393
6685,8383,8394
6690,8383,8393
6695,8382,8393
6700,8383,8393
6705,8383,8393
6710,8382,8393
6715,8382,8393
6720,8382,8392
6725,8382,8392
6730,8382,8392
6736,8381,8393
6741,8381,8393
6746,8382,8393
6751,8381,8393
6756,8382,8393
6761,8381,8393
6766,8381,8392
6771,8381,8392
6776,8381,8392
6781,8381,8392
6786,8380,8392
6791,8380,8392
6796,8380,8392
6801,8380,8392
6806,8380,8391
6811,8380,8392
6816,8380,8392
6821,8379,8392
6826,8380,8392
6832,8380,8391
6837,8380,8391
6842,8380,8391
6847,8380,8391
6852,8379,8391
6857,8379,8391
6862,8379,8391
6867,8378,8391
6872,8378,8391
6877,8378,8391
6882,8378,8390
6887,8379,8390
6892,8378,8391
6897,8377,8391
6902,8377,8391
6907,8377,8390
6912,8378,8390
6917,8378,8391
6922,8376,8389
6928,8377,8390
6933,8377,8390
6938,8376,8390
6943,8377,8389
6948,8377,8390
6953,8376,8389
